,ITEM_CODE,ITEM_NAME
2549,40211,SENSOR-DIFFUSIVEPNP2000 MM
2550,40212,ACTUATOR-LINEARMECHANICAL83MM
2551,40231,CONNECTOR- M128 PINS FEMALEA CODE
2552,40304,SELECTOR SWITCH-KEY2STAY
2553,40306,MOUNTING BRACKET-LIGHT CURTAIN
2554,40310,SENSOR - INDUCTIVEPNP 15MM
2555,40325,CABLE-2C X 4MM2BLACKCUNON-FLEXIBLE
2556,40376,CABLE GLAND - POLYAMIDE CABLE M16
2557,40377,TABLET-10.1 TOUCHPAD 12VDC
2558,40438,MOUNTING BRACKET-TABLET
2559,40492,SAFETY LIGHT CURTAIN -TRNSFR + RCV3120 MM15V TO 30V DC
2560,40503,PVC FERRULE TUBE-6 MM ID 10 MM2 WIRE SIZE WHITE
2561,40504,INSULATION TAPE - RED
2562,40506,INSULATION TAPE - YELLOW
2563,40507,INSULATION TAPE - GREEN
2564,40512,INSULATION TAPE - BLUE
2565,40520,RFID READER- ETHERNET
2566,40522,PRE FAB CABLE-2MM12FREESTRAIGHTSHIELDEDFEMALE
2567,40523,MOUNTING BRACKET-RFID
2568,40535,HANGER CLAMP - 4 POLE
2569,40536,TOWING DEVICE - 4 POLE
2570,40569,BARCODE TAPE - 150M 1D
2571,40630,CABLE-4G X 6MM2GREYCUFLEXIBLE
2572,40651,PRE FAB CABLE-5MM12FREESTRAIGHTNON-SHIELDEDFEMALE
2573,40652,MOUNTING BRACKET-SENSOR
2574,40653,REFLECTOR-46.8MMX928.4MMSQUAREPRISM
2575,40693,SENSOR- REFLECTIVE PNP 2000 MM
2576,40698,LIDAR-3DETHERNET NON SAFETY
2577,40707,CHARGER-24V35A
2578,40709,CONNECTOR-M128 PINSMALEX CODE59MMNICKEL PLATED
2579,40743,CHARGER - DEVELOPMENT KIT
2580,40746,MOTOR-SERVO0.3KW24V
2581,40747,CHARGER-24V35A
2582,40789,LUG-CUPIN50MM2
2583,40790,SENSOR- REFLECTIVEPNP12M
2584,40791,BATTERY-27.6V45AHUL1973
2585,40796,BATTERY - BMU
2586,40819,BATTERY - CURRENT SENSOR
2587,40822,BATTERY - CONTACTOR
2588,40823,BATTERY - TERMINAL PLUG
2589,40824,PRE FAB CABLE-3MM8RJ45STRAIGHTSHIELDED
2590,40885,ENCLOSURE-400X400X210 WALL MOUNT
2591,40912,MONITOR-18.5 INCH 110V AC TO 240V AC
2592,40992,HMI-12.1INCH TOUCH24VDC
2593,40999,BARCODE SCANNER-LASERFIXED1D
2594,41001,CONNECTOR-M12STRAIGHT12 PINSFEMALE2M
2595,41016,STICKERS - WARNING127X177MM
2596,41066,SAFETY LIGHT CURTAIN -TRNSFR 600MM  24V DC
2597,41077,CABLE-3G X 1MM2GREYCUFLEXIBLE
2598,41124,BATTERY- 25.6V 78AH NONE
2599,41126,SAFETY LIGHT CURTAIN -RCV600 MM24V DC
2600,41140,PRE FAB CABLE-20M HDMI HDMI STRAIGHT SHIELDEDMALE
2601,41166,PRE FAB CABLE-10M HDMI HDMI STRAIGHT SHIELDEDMALE
2602,41196,CABLE-1C X 1.5MM2BLUECUFLEXIBLE
2603,41200,CABLE-1C X 6MM2REDCUFLEXIBLE
2604,41205,LUG-CUPIN95MM2
2605,41208,CABLE-1C X 1.5MM2WHITECUFLEXIBLE
2606,41351,CABLE- 1C X 70MM2GREEN+YELLOWCUNON-FLEXIBLE
2607,41352,SENSOR-DIFFUSIVE2500MM
2608,41357,CHARGER - 29.2VDC 15A
2609,41381,COMM MOD-WIFI/AP/CLIENTTRX A/BETH
2610,41453,SAFETY LIGHT CURTAIN -TRNSFR1100 MM24V DC
2611,41454,SAFETY LIGHT CURTAIN -RCV1100 MM24V DC
2612,41456,EARTHING STRIP - GI25 X 3 MM
2613,41491,ENCLOSURE-ESTOP 80 W X 82 H X 85 D MM WALL MOUNT
2614,41494,PANEL LIGHT - COOL WHITE 20W 90-300V AC
2615,41500,MOUNTING BRACKET-LIDAR
2616,41593,SINAMICS PM240-2 IP20-FSA-U-400V-22KW
2617,41597,SINAMICS S120 ALM 133A 80KW
2618,41884,LINE CHOKE - 30KW 48.11A 3%
2619,42009,LIMIT SWITCH-ROLLER
2620,42010,SAFETY ROPE-PULLEY
2621,42011,SAFETY ROPE-PULLEY
2622,42060,MCCB - 4P 125A
2623,42061,SAFETY DOOR SWITCH - 1NC+1NO 24V DC
2624,42062,CABLE - 8C X 0.25MM2 GREY CU FLEXIBLE
2625,42063,CABLE - 3C X 2.5MM2 FLEXIBLE
2626,42064,CABLE - 4C X 0.75MM2 GREY CU FLEXIBLE
2627,42065,CABLE - 3G X 10MM2 GREY CU FLEXIBLE
2628,42066,LIMIT SWITCH - ROLLER TYPE
2629,42067,LIMIT SWITCH - ROLLER PISTON PLUNGER TYPE
2630,42068,LIMIT SWITCH - ROLLER PLUNGER TYPE
2631,42069,SAFETY DOOR SWITCH - 2NC+1NO 24V DC
2632,42070,ACTUATOR - MECHANICAL
2633,42071,SENSOR - REFLECTIVE PNP 0.02 ... 4.5 M
2634,42072,CONNECTOR - M8 4 PINS FEMALE A-CODE 42.5MM
2635,42073,MOUNTING BRACKET - REFLECTOR
2636,42074,MOUNTING BRACKET - SENSOR
2637,42075,SENSOR - DIFFUSIVE PNP 50..2500MM
2638,42076,CONNECTOR - M12 5 PINS FEMALE A-CODE 52.5MM
2639,42077,SENSOR - LASER 100 ... 120000 MM
2640,42078,CONNECTOR - M12 5 PINS FEMALE B-CODE
2641,42083,REFLECTOR - 80X76.5 MM RECTANGULAR METAL
2642,42084,REFLECTOR TAPE - 500X500MM  RECTANGULAR PMMA ADHESIVE
2643,42085,COMM MOD - OPTICAL ETHERNET TCP/IP PROFINET 120 M
2644,42086,MOUNTING BRACKET - SENSOR
2645,42114,MCB-BUSBAR12 MODULES 63A
2646,42115,MOUNTING RAIL- PLC MODULE
2647,42129,CABLE-2C X 25MM2 BLACK CU AR NON-FLEXIBLE
2648,42131,CABLE-3C X 1.5MM2 BLACK CU FLEXIBLE
2649,42132,CABLE-3C X 1.5MM2 BLACK CU FLEXIBLE
2650,42133,CABLE-4C X 95MM2 BLACK AL AR NON-FLEXIBLE
2651,42134,CABLE-4C X 4MM2 BLACK CU AR NON-FLEXIBLE
2652,42137,CABLE-4C X 35MM2 BLACK AL AR NON-FLEXIBLE
2653,42138,CABLE-4C X 35MM2 BLACK CU FLEXIBLE
2654,42139,CABLE-4C X 50MM2 BLACK AL AR NON-FLEXIBLE
2655,42141,CABLE-4C X 120MM2 BLACK AL AR NON-FLEXIBLE
2656,42142,CABLE-4C X 240MM2 BLACK AL AR NON-FLEXIBLE
2657,42143,CABLE-4C X 185MM2 BLACK AL AR NON-FLEXIBLE
2658,42146,CABLE-2C X 10MM2 BLACK CU AR NON-FLEXIBLE
2659,42172,CABLE-4G X 16MM2 GREY CUFLEXIBLE
2660,42174,CABLE-4G X 2.5MM2 GREY CUFLEXIBLE
2661,42175,CABLE-1C X 16MM2 YELLOW N GREEN CUFLEXIBLE
2662,42177,CABLE-1C X 2.5MM2 YELLOW N GREEN CUFLEXIBLE
2663,42184,CONTROLLER - 3KW 3 PHASE 400VAC
2664,42185,MOTOR - SERVO 3KW 400VAC
2665,42199,ENCLOSURE-JUNCTION BOX
2666,42200,ENCLOSURE-JUNCTION BOX
2667,42201,ENCLOSURE-JUNCTION BOX
2668,42202,CABLE-4C X 1MM2 GREY CUFLEXIBLE
2669,42207,ENCLOSURE-JUNCTION BOX
2670,42209,ENCLOSURE-JUNCTION BOX
2671,42239,SAFETY LIGHT CURTAIN -TRNSFR + RCV300 MM24V DC
2672,42240,PRE FAB CABLE-200MMSYSTEM PLUGM12STRAIGHTMALE
2673,42241,PRE FAB CABLE-5MM12FREESTRAIGHTNON-SHIELDEDFEMALE
2674,42243,CONDUIT GLAND-POLYAMIDE CABLEM20
2675,42246,COVER-ESTOP
2676,42250,CONDUIT GLAND-POLYAMIDE CABLEPG13.5
2677,42251,LOCK NUT-CONDUITPG13.5BLACK
2678,42252,CONDUIT GLAND-POLYAMIDE CABLEPG21
2679,42253,LOCK NUT-CONDUITPG21BLACK
2680,42258,"TABLET - 6.3"" TOUCHPAD"
2681,42261,TERMINAL BLOCK-TD 6 SQMM PUSH
2682,42304,PRE FAB CABLE- BMU SPECIAL CABLE
2683,42325,"BUSBAR <EURO>"" ENDCAP 10 POLE"
2684,42416,CONDUIT PIPE-PLASTIC18.5MM ODFLEXIBLEBLACK
2685,42417,CONDUIT PIPE-PLASTIC28.5MM ODFLEXIBLEBLACK
2686,42418,CONDUIT PIPE-PLASTIC13MM ODFLEXIBLEBLACK
2687,42421,MCB-1P2A
2688,42426,ENCLOSURE-760X760X300 FLOOR MOUNT
2689,42428,PRE FAB CABLE-3MCIRCULARFREEANGLENON-SHIELDEDFEMALE
2690,42458,SOFTWARE-MSSQL STANDARD
2691,42460,CONTROLLER-100W24V DC
2692,42461,SOFTWARE-KEPWARE SIEMENS SUITE
2693,42462,SOFTWARE-KEPWARE OMRON SUITE
2694,42464,SOFTWARE-KEPWARE ADVANCE TAG
2695,42465,SOFTWARE-SCADA
2696,42469,SOFTWARE-SERVER16C
2697,42470,SOFTWARE-SERVER10C
2698,42471,SOFTWARE-VSPHERE8
2699,42474,SOFTWARE-MSSQL CAL
2700,42476,SOFTWARE-WINDOWS SERVER 2019
2701,42478,SOFTWARE-HP SAN STORAGE
2702,42548,VFD-1.5KW3P380 TO 480 V
2703,42552,POWER MODULE - DRIVE 2.2KW 380V-480V 5.9A
2704,42553,SENSOR-RCV SAFETYPNP
2705,42557,SENSOR-TRNSFR SAFETYPNP70M
2706,42558,COMM MOD-WI-FI 6 ETH
2707,42580,CONTROLLER - 24V DC
2708,42675,SPIRAL TUBE-6MMWHITE
2709,42676,SPIRAL TUBE-9MMWHITE
2710,42677,COVER-ESTOP
2711,42685,PRE FAB CABLE-0.3M SMA JACK FEMALE IPEX MHF4L PLUG FEMALE
2712,42686,PCB-5G MODULE
2713,42688,SURGE PROTECTOR - 250VAC
2714,42689,SAFETY CONTACTOR-3P 9A 440V AC
2715,42690,MOTOR-BLDC0.15KW24V
2716,42703,CONTACTOR- SINGLE POLE150A24V DC COIL VOLTAGE
2717,42704,FANLESS CHASIS WITH VESA MOUNTING PLATE
2718,42800,DRIVEN SPROCKET
2719,42805,PRE FAB CABLE-5000MMM12M12STRAIGHTFEMALE+MALE
2720,42808,PRE FAB CABLE-5000MMM122 X M12STRAIGHTMALE+FEMALE
2721,42809,PRE FAB CABLE-150MMM122 X M12STRAIGHTFEMALE+MALE
2722,42811,PRE FAB CABLE-10000MMM12FREESTRAIGHTNON-SHIELDEDMALE
2723,42903,SOFTWARE-KEPWARE IOT GATEWAY
2724,42905,SOFTWARE-KEPWARE DATA LOGGER
2725,42909,SHORTING LINK-6 MM YELLOW
2726,42910,TERMINAL COVER
2727,42912,CABLE-5GX16 SQMMGREYCOPPER(CU)FLEXIBLE
2728,42913,ENCLOSURE-CUSTOMIZE 252X80X56 MM WALL MOUNT
2729,42914,CABLE TRAY-150X50 MM
2730,42915,"POWER SOCKET<EURO>""FEMALE 3 PIN 5 AMP"
2731,42916,TERMINAL BLOCKS-SINGLE DECKER(SD) 25 SQMM SCREW
2732,42917,TERMINAL BLOCKS-DOUBLE DECKER(DD) 2.5 SQMM PUSH
2733,42918,RELAY-SSR 1CH 24V DC
2734,42944,ENCLOSURE-CUSTOMIZE80X225X70MMWALL MOUNT
2735,42989,PRE FAB CABLE-5000MMM12FREESTRAIGHTNON-SHIELDEDMALE
2736,42992,BARCODE SCANNER-LASERFIXED1D
2737,42995,INTERFACE SOCKET-RJ45
2738,42996,INTERFACE MODULE-PLC CC-LINK IE FIELD NETWORK
2739,42997,INTERFACE MODULE-PLC16DICC LINK24 VDC
2740,42999,SAFETY MODULE-INPUTEXPANDED24 VDC
2741,43000,INTERFACE MODULE-PLC16DOCC LINK12-24 VDC
2742,43001,INTERFACE MODULE-DRIVECC-LINK IE FIELD
2743,43002,VFD-3.7 KW 3 PHASE 380-500 V
2744,43004,VFD-2.2 KW 3 PHASE 380-500 V
2745,43005,INTERFACE MODULE-REMOTE16DICC LINK IE FIELD24 VDC
2746,43007,PRE FAB CABLE-10000MMM12M12STRAIGHTMALE
2747,43008,ANALOG MODULE - 8 INPUT
2748,43010,CABLE-2C X 22AWG(0.34MM2)DARK GREYCUFLEXIBLE
2749,43011,MCB-2P40A
2750,43013,CABLE-4C X 22AWG(0.34MM2)DARK GREYCUFLEXIBLE
2751,43014,"END CLAMP <EURO>"" TERMINALS"
2752,43015,"END COVER <EURO>"" TERMINALS 4 SQMM/10 SQMM"
2753,43017,"BASE RACK <EURO>"" PLC"
2754,43018,SMPS-PLC50 W 24 VDC 6.5 AMP
2755,43055,CONNECTOR-M125 PINSMALEA CODE120MM
2756,43056,INTERFACE MODULE-DRIVE
2757,43109,TERMINAL BLOCKS - DB 4SQMM PUSH
2758,43110,FAN FILTER - 148.5 X 148.5 MM
2759,43113,MOUNTING BRACKET - SENSOR
2760,43115,REFLECTOR - 20 X 60MM RECTANGULAR PLASTIC ADHESIVE
2761,43120,SMPS - 240W 400-500V AC 10A
2762,43122,PANEL FILTER - 148.5 X 148.5 MM
2763,43123,TERMINAL BLOCKS - DB 10SQMM PUSH
2764,43124,LINE FILTER - 480V AC
2765,43125,CONNECTOR - M12 5 PINS FEMALE B-CODED 5000MM VIOLET
2766,43126,WIRE CLAMP - 18MM
2767,43127,MCB - 3P 125A
2768,43128,TERMINAL BLOCKS - SD 50SQMM PUSH
2769,43129,TERMINAL BLOCKS - 16SQMM SCREW
2770,43130,DIN RAIL - 2M
2771,43133,MOTOR-SERVO0.5KW24V
2772,43135,PLC-16DOPNP19.2V TO 28.8VDC
2773,43138,BUSBAR-4P 60 MTRS 90A
2774,43139,LINE FILTER-250V AC
2775,43140,CABLE-3C X 14 AWG(2.5MM2)GREYCUFLEXIBLE
2776,43141,IPC128 SSD8 GB RAM WIFI 6E SOM
2777,43143,CONNECTOR-M283 PINSMALE
2778,43170,CABLE-4G X 16MM2 GREY CU FLEXIBLE
2779,43196,MOTOR-SERVO0.8KW48V
2780,43197,LUG-CUPIN0.34MM2
2781,43201,CHARGER - 24V60A
2782,43297,SOFTWARE-SWITCH AMC OR WARRANTY
2783,43298,MOTOR-SERVO1.35KW48V
2784,43299,MOTOR-SERVO0.15KW24V
2785,43300,ANTENNA-OMNIDIRECTIONAL5G
2786,43301,LINE FILTER- 440V AC
2787,43348,CONNECTOR-M125 PINSFEMALEL CODE70MMBLACK
2788,43349,CONNECTOR-M125 PINSMALEL CODE76MMBLACK
2789,43356,DRIVE- 71KW3 PHASE510-720 VDC
2790,43371,SAFETY PLC
2791,43376,CONNECTOR- 1P32A0.2 TO 4MM2ORANGE
2792,43387,WIRELESS ESTOP-WLSELF MRX1CH
2793,43389,WIRELESS ESTOP-WLSELF MTX1CH
2794,43390,WIRELESS ESTOP-WLSELF MRX1CH
2795,43391,FUSE - CERAMIC2.5A500V
2796,43433,MONITOR - 43 INCH100 TO 240V AC
2797,43474,MONITOR - 55 INCH100 TO 240V AC
2798,43546,PRE FAB CABLE-2M M12 FREE ANGLE NON-SHIELDED FEMALE
2799,43547,ENCLOSURE- 300WX400HX210DTSWALL MOUNTED
2800,43588,ANALOG MODULE- INPUT4CH
2801,43589,BARCODE SCANNER-LASERFIXED1D
2802,43618,MOTOR-BLDC 0.8KW24VDC
2803,43619,CONTROLLER-5KW PMDC(BRUSHED DC)60V DC
2804,43666,CABLE-1C X 1.0MM2YELLOWCUFLEXIBLE
2805,43686,BATTERY-24 VDC 3.2 AH CEUL
2806,43687,PLC CPU-600KB/2MB PROFINET 24 VDC
2807,43704,CONNECTOR-M12 12 PINS FEMALE A CODE 5M GREY
2808,43725,SAFETYMODULE-4DI+4DI/4DO.COMPACT24V DC
2809,43726,CABLE-2C X 1MM2 GREY CU FLEXIBLE
2810,43765,CABLE- 1C X 2.5MM2 GREEN N YELLOW CU FLEXIBLE
2811,43767,CABLE-4C X 1MM2 GREY CU FLEXIBLE
2812,43784,"CABLE GLAND- DOUBLE COMPRESSION CABLENIPPLE ENTRY 1"""
2813,43786,CABLE-34G X 1MM2 GREY CU FLEXIBLE
2814,43787,PRE FAB CABLE-3MIEEE 1394CIRCULARSTRAIGHTSHIELDEDFEMALE
2815,43935,SENSOR-REFLECTIVEPNP 15M
2816,43983,INTERFACE MODULE-PLC MOTION CONTROLLER 5 TO 24V DC
2817,43984,SENSOR-DIFFUSIVE PNP 1600MM
2818,43985,CONNECTOR - M12 4 PINS MALE D CODE
2819,44011,BLADE DC FUSE 15A 32V
2820,44012,CABLE TRAY-100 X 50
2821,44037,FUSE - GLASS2.5A250V
2822,44102,CABLE DUCT-60X100
2823,44103,SENSOR-REFLECTIVEPNP5M
2824,44104,"CABLE GLAND- DOUBLE COMPRESSION CABLENIPPLE ENTRY 1 1/2"""
2825,44105,"CABLE GLAND- DOUBLE COMPRESSION CABLENIPPLE ENTRY 1 1/4"""
2826,44168,"CABLE GLAND- DOUBLE COMPRESSION CABLENIPPLE ENTRY  3/4"""
2827,44169,"CABLE GLAND- DOUBLE COMPRESSION CABLENIPPLE ENTRY 2"""
2828,44170,"CABLE GLAND- DOUBLE COMPRESSION CABLENIPPLE ENTRY 2 1/2"""
2829,44171,"CABLE GLAND- DOUBLE COMPRESSION CABLENIPPLE ENTRY 3"""
2830,44172,"CABLE GLAND- DOUBLE COMPRESSION CABLENIPPLE ENTRY 1"""
2831,44173,SOFTWARE - STEP 7 SAFETY ADVANCED V18
2832,44174,"CABLE GLAND- DOUBLE COMPRESSION CABLENIPPLE ENTRY 2"""
2833,44176,PRE FAB CABLE-5M M12 FREE ANGLE NON-SHIELDEDFEMALE
2834,44177,CABLE-40G X 0.5MM2GREYCUFLEXIBLE
2835,44221,ENCLOSURE - 200WX200HX120DSTBWALL MOUNTED
2836,44316,REGENERATIVE UNIT-250W 140OHM RESISTIVE
2837,44320,COMM MOD-OPTICALTRANSRECEIVERETHERNET(ETH)300M
2838,44323,VFD - 37KW 3 PHASE 380-500V
2839,44349,SAFETY LIGHT CURTAIN -TRNSFR + RCV1620 MM15V TO 30V DC
2840,44374,BUSBAR - CONNECTOR CAP
2841,44443,BUSBAR
2842,44446,BUSBAR - FIX POINT HANGERS
2843,44447,CURRENT COLLECTOR - 7 POLES 63A
2844,44448,BUSBAR - SLIDING HANGER
2845,44449,CURRENT COLLECTOR - 7 POLES 63A
2846,44452,MCB-2P4A
2847,44453,PANEL LIGHT - WHITE 18 WATT 230 V AC
2848,44641,SENSOR-DIFFUSIVEPNP3.8M
2849,44642,PRE FAB CABLE-5M M12 FREE ANGLE NON-SHIELDED FEMALE
2850,44644,FAN FILTER-92 X 92 MM
2851,44645,PANEL FAN-80 X 80 MM 24V DC
2852,44648,FINGER GUARD-80 X 80 MM
2853,44682,CONTACTOR SINGLE POLE 80A 24V
2854,44766,TABLET
2855,44778,TABLET
2856,44781,TABLET
2857,44783,CURRENT COLLECTOR - 1P 55A
2858,44785,CURRENT COLLECTOR - 1P 55A
2859,44787,RFID READER- MODBUS TCP PROFINET ETHERNET/IP
2860,44788,CONNECTOR-M12FEMALEA CODE 54MMBLACK
2861,44845,LIMIT SWITCH - ROLLER
2862,44849,ACTUATOR - ROLLER
2863,44857,LIMIT SWITCH - PLUNGER
2864,44858,SAFETY LIGHT CURTAIN -TRNSFR + RCV2116 MM15V TO 30V DC
2865,44859,SENSOR - INDUCTIVE PNP 15MM
2866,44860,LINE FILTER - 415VAC
2867,44866,LINE FILTER - 415VAC
2868,44870,PRE FAB CABLE-5000MMM12STRAIGHTNON-SHIELDEDMALE+FEMALE
2869,44912,SMPS - 30W 24V DC 1.25A
2870,44914,CONNECTOR - DSUB15
2871,45084,DBR 10 OHM 100 WATTS
2872,45085,INTERFACE MODULE-REMOTEPNPPROFINET24V
2873,45086,PLC-16DIPNP24V TO 125VAC/VDC
2874,45087,CONNECTOR-40P0.25 TO 1.5 MM2GREY
2875,45088,SMPS-25W24V1.3A
2876,45230,MCB 16A3P
2877,45232,PRE FAB CABLE-6FTUS 3PINIEC320-C13STRAIGHTNONSHEILDED
2878,45254,HUB SWITCH-MANAGEDDIMENSION (444X44X299)24 PORT1GBPS220V AC
2879,45263,COMM MOD - RS232/RS485
2880,45270,MOUNTING BRACKET-RACK
2881,45298,CHARGER - 24V60A
2882,45305,PUSH BUTTON-1 NO+1 NCBLUE
2883,45307,BATTERY- 25.6V150AH
2884,45313,BUSBAR - LINE FEED 7 POLES 140A
2885,45316,BUSBAR
2886,45321,BUSBAR
2887,45329,MOUNTING RAIL-PLC
2888,45332,MOUNTING BRACKET-SCANNER
2889,45340,PRE FAB CABLE- 20MTOSLINKTOSLINKMALE
2890,45360,PRE FAB CABLE-5MM12RJ45STRAIGHTSHIELDEDMALE
2891,45383,BUSBAR - FIX POINT HANGERS
2892,45384,PRE FAB CABLE-2MUSBUSBSTRAIGHTSHIELDEDMALE
2893,45388,BUSBAR - SLIDING HANGER
2894,45389,CONNECTOR-M124 PINSFEMALEA CODE54MMBLACK
2895,45554,CHARGING BASE - 200A
2896,45648,BATTERY-48V40AH
2897,45738,BATTERY-24V173AH
2898,45818,ENCLOSURE-PDP 2200X2075X400 FLOOR MOUNT
2899,45924,ENCLOSURE-PDP 2025X1900X400 FLOOR MOUNT
2900,46032,FUSE-CATRIDGE  16A 500V AC
2901,46033,CABLE-12G X 0.25MM2MULTICOLOURCUFLEXIBLE
2902,46478,MOTOR- SERVO 1.2 KW 48V
2903,46978,<DASH>LFLEX<REGISTERED> CLASSIC 100 3G15
2904,47679,SMPS-250W240V AC
2905,47680,MCB-2P6A
2906,47681,PRE FAB CABLE-2M M12FREESTRAIGHTNON-SHIELDEDFEMALE
2907,47682,MCB-2P10A
2908,47683,CONNECTOR-4PFEMALE
2909,47684,LUG-SN FEMALE/RECEPTACLE0.25MM2-0.5MM2
2910,47688,ENCLOSURE-ISOLATOR SWITCH 90X146X131 WALL MOUNT
2911,47690,SELECTOR SWITCH-NORMAL3SPRING
2912,47693,RFID TRANSPONDER - 13.56 MHZ
2913,47698,BARCODE TAPE - 180M 1D
2914,47700,RFID READER- RS485
2915,47704,CONNECTOR-M243 PINSFEMALE
2916,47706,CONNECTOR-M243 PINSMALE
2917,47708,CONNECTOR-M283 PINSFEMALE
2918,47710,BUSBAR-5P 153 MTRS 90A
2919,47711,CONNECTOR-M2410 PINSFEMALE
2920,47712,CONNECTOR-M2410 PINSMALE
2921,47714,CONNECTOR-M24 USB SOCKETFEMALE
2922,47715,BUSBAR
2923,47717,BUSBAR-4P 50 MTRS 90A
2924,47718,BUSBAR
2925,47719,BUSBAR - LINE FEED
2926,47720,BUSBAR - FIX POINT HANGERS
2927,47721,BUSBAR - SLIDING HANGER
2928,47722,CURRENT COLLECTOR-1P 30A
2929,47723,CABLE-12G X 0.35MM2MULTICOLOURCUFLEXIBLE
2930,47725,BUSBAR - END CAP
2931,47726,BUSBAR
2932,47730,CURRENT COLLECTOR
2933,47731,CURRENT COLLECTOR
2934,47736,SAFETY PLC-COMPACT24V12DI4DO
2935,47737,CURRENT COLLECTOR-1P 30A
2936,47744,PRE FAB CABLE-1 MFREEFREESTRAIGHTNON-SHIELDEDMALE
2937,47747,CONTROLLER-0.112KW24V DC
2938,47756,MPCB-3P1-1.6A
2939,47757,FUSE- HIGH VOLATGE  30A58V DC
2940,47758,HUB SWITCH-MANAGED44X442X38528 PORT1GBPS220V AC
2941,47764,CONVERTOR - DC TO DC 24V DC TO 48V DC 30A
2942,47765,SENSOR-LASER50-200MM
2943,47767,VFD-2.2KW3P380 TO 480 V
2944,47775,RCCB-4P40A
2945,47814,ISOLATOR SWITCH- 3P 80 TO 125A
2946,47815,FUSE- HIGH VOLATGE  50A58V DC
2947,47817,PRE FAB CABLE- 110 MTR FREEFREE
2948,47822,SERVER- 4.4GHZ128 GB 1 TB 240 V AC
2949,47823,MOUNTING BRACKET-RACK
2950,47829,SMPS-24V DC 8A
2951,47830,FUSE- HIGH VOLATGE  40A58V DC
2952,47831,FUSE-CATRIDGE  12A 500 AC
2953,47840,CABLE- 1C X 25MM2 BLUE COPPER(CU)
2954,47843,FUSE HOLDER-PANEL MOUNT20A600V
2955,47844,CABLE- 1C X 25MM2 RED COPPER(CU)
2956,47845,MOUNTING BRACKET-BAR CODE SCANNER
2957,47888,VFD-37-55KW 3 PHASE 380-500 V
2958,47895,SENSOR-LASER50-3000MM
2959,47896,MOUNTING BRACKET-DISTANCE SENSOR
2960,47897,CABLE- 1C X 25MM2 YELLOW COPPER(CU)
2961,47947,COMM MOD-WIFI BLUETOOTH 4.040M
2962,48001,SENSOR-LASER50-200MM
2963,48005,TERMINAL BLOCKS-SINGLE DECKER(SD) 50/70 SQMM SCREW
2964,48010,SHORTING LINK-50/70 MM
2965,48011,"END CLAMP <EURO>"" TERMINALS"
2966,48038,PANEL LIGHT - WHITE 20 WATT 230 V AC
2967,48125,WIREHARNESS BATTERY
2968,48126,WIREHARNESS CIRCUIT
2969,48127,PDB TO MCB
2970,48128,BMS TO CANET
2971,48129,MAIN PANNEL WHS
2972,48130,RX MODULE WHS
2973,48131,PWR D TO TB2
2974,48132,TB2 TO DC 5V CONV
2975,48133,TB2 TO WLAN
2976,48134,TB2 TO WIFI HUB
2977,48135,E-STOP1 TO E-STOP2
2978,48136,CONVEYOR TO PANNEL
2979,48137,CABLE-16G X 0.25MM2MULTICOLOURCUFLEXIBLE
2980,48158,MRS POWER
2981,48159,MRS TO MICRO FIT1
2982,48160,MICROFIT 1 TO PC
2983,48161,TB TO CIRCUIT BREAKER
2984,48162,BARCODE SCANNER WHS
2985,48163,CONV 5V TO IMU & PC
2986,48164,CB TO CANNET POWER
2987,48165,EXTERNAL BREAK WHS
2988,48183,BRAKING RESISTOR
2989,48184,BRAKING RESISTOR
2990,48200,CABLE TRAY-100X54
2991,48201,CABLE TRAY-150X54
2992,48216,PRE FAB CABLE-0.3MRJ45RJ45ANGLESHIELDEDMALE
2993,48276,CABLE TRAY-COVER
2994,48277,CABLE TRAY-CLIP FOR COVER
2995,48282,CABLE TRAY-75X50X2
2996,48285,CABLE TRAY-100X50X3
2997,48286,CABLE TRAY-150X50X3
2998,48288,CABLE TRAY-200X50X3
2999,48292,CABLE TRAY-CLIP FOR COVER
3000,48293,CABLE TRAY-COVER
3001,48296,IPC- BOX24V DC
3002,48320,DIN RAIL- 15
3003,48358,TERMINAL COVER
3004,48360,TERMINAL BLOCKS-DB0.4SQMM TO 10 SQMM PUSH
3005,48361,ENCLOSURE - 320X320X180 FLP WALL MOUNT
3006,48378,ENCLOSURE - 400X400X200 FLP WALL MOUNT
3007,48379,ENCLOSURE - 320X320X180 FLP WALL MOUNT
3008,48381,ISOLATOR SWITCH - 3 POLE 32A
3009,48382,CABLE- 1C6MM2GREEN/YELLOWCOPPERFLEXIBLE
3010,48383,ISOLATOR SWITCH - 3 POLE 16A
3011,48387,CABLE- 1C1.5MM2BROWNCOPPERFLEXIBLE
3012,48389,CABLE- 1C1.5MM2BLUECOPPERFLEXIBLE
3013,48391,CABLE TRAY-EARTHING HOLDER
3014,48393,CABLE TRAY-CABLE DROPPER
3015,48394,CABLE TRAY-MOUNTING BRACKET
3016,48395,CABLE TRAY-MOUNTING BRACKET
3017,48397,CABLE- 1C0.5MM2REDCOPPERFLEXIBLE
3018,48402,CABLE- 1C0.5MM2WHITECOPPERFLEXIBLE
3019,48426,CABLE- 1C0.5MM2YELLOWCOPPERFLEXIBLE
3020,48427,CABLE- 1C0.5MM2GREYCOPPERFLEXIBLE
3021,48428,CABLE- 4G6MM2GREYCOPPERFLEXIBLE
