SUPPLIER_NAME,ITEM_NAME,CERTIFICATIONS
TAC Automation Pvt.Ltd- UP,gear motor,Global Certification
MKSK OFFICE SOLUTIONS LLP,industrial camera,"US, Canada, Europe"
TAC Automation Pvt.Ltd- UP,temperature controller,Global Certification
RITTAL PRIVATE LIMITED,voltage regulator,"Australia, India"
RAJPRIYA INSTRUMENTS & CONTROLS,AC motor,"Europe, Asia"
RITTAL PRIVATE LIMITED,proximity switch,"Australia, India"
PHOENIX CONTACT INDIA PVT LTD,control cable,"Europe, Asia"
SUGI ELECTRONICS LLP,power supply,"Europe, Asia"
"SHANGHAI QUISURE INFO-TECH CO.,LTD",thermal relay,Global Certification
SD ELECTRICAL,safety light curtain,"US, Canada, Europe"
FINE TECH CONTROLS PRIVATE LIMITED,gear motor,"Europe, Asia"
Diagnostic Automation & Controls Pvt. Ltd.,pneumatic actuator,"Australia, India"
UNITED CONTROL ENGINEERS INDIA PRIVATE LIMITED,limit switch,Global Certification
Leuze Electronics Pvt. Ltd.,IO module,"US, Canada, Europe"
Onyx Equipments  (India) Pvt. Ltd.,linear actuator,"US, Canada, Europe"
MEERA ENTERPRISES,pneumatic actuator,"US, Canada, Europe"
NETWORK ELECTRONICS,DC motor,"Europe, Asia"
SD ELECTRICAL,encoder,"Australia, India"
Digi-Key Electronics.,relay,"Australia, India"
Kinco ElectricShenzhenLtd.,thermal relay,"US, Canada, Europe"
SUGI ELECTRONICS LLP,transformer,"Australia, India"
TAC Automation Pvt.Ltd- UP,circuit breaker,Global Certification
Leuze Electronics Pvt. Ltd.,brushless motor,"Europe, Asia"
Pepperl+Fuchs Factory Automation Pvt. Ltd,hydraulic actuator,"US, Canada, Europe"
Technovision Enterprises,pneumatic actuator,"Europe, Asia"
EVOKE GLOBAL,PLC,Global Certification
Leuze Electronics Pvt. Ltd.,pressure sensor,"Australia, India"
PHOENIX CONTACT INDIA PVT LTD,power supply,"US, Canada, Europe"
CONDUCTIX-WAMPFLER INDIA PVT LTD,capacitive sensor,"Europe, Asia"
"ITOH DENKI CO., LTD.",control cable,"Australia, India"
BHL POWER SYSTEM PVT LTD,relay,"Europe, Asia"
FESTO INDIA PRIVATE LIMITED,pressure sensor,"Europe, Asia"
RITTAL INDIA PRIVATE LIMITED,temperature sensor,Global Certification
Pepperl+Fuchs Factory Automation Pvt. Ltd,contact sensor,"US, Canada, Europe"
Diagnostic Automation & Controls Pvt. Ltd.,power cable,"US, Canada, Europe"
SECURITAS ENGINEERS,pressure sensor,Global Certification
Praja Controls & Systems Pvt Ltd,power supply,"US, Canada, Europe"
RITTAL INDIA PRIVATE LIMITED,industrial camera,"Europe, Asia"
Kinco ElectricShenzhenLtd.,voltage regulator,"US, Canada, Europe"
SECURITAS ENGINEERS,contact sensor,"US, Canada, Europe"
Praja Controls & Systems Pvt Ltd,hydraulic actuator,"US, Canada, Europe"
UNITED CONTROL ENGINEERS INDIA PRIVATE LIMITED,VFD drive,"US, Canada, Europe"
Pepperl+Fuchs Factory Automation Pvt. Ltd,camera module,"Europe, Asia"
Praja Controls & Systems Pvt Ltd,linear actuator,"US, Canada, Europe"
ASTronics Technology (I) Pvt Ltd,pressure sensor,"Europe, Asia"
NETWORK ELECTRONICS,proximity switch,"US, Canada, Europe"
SM Electronic Technologies Pvt. Ltd,brush motor,Global Certification
Onyx Equipments  (India) Pvt. Ltd.,frequency inverter,"Europe, Asia"
RITTAL INDIA PRIVATE LIMITED,control cable,"US, Canada, Europe"
RAJPRIYA INSTRUMENTS & CONTROLS,power cable,"Australia, India"
Social Sea India Pvt Ltd,HMI panel,"Europe, Asia"
SM Electronic Technologies Pvt. Ltd,PLC,"Europe, Asia"
COGNEX IRELAND LTD,robotics arm,"US, Canada, Europe"
MEERA ENTERPRISES,actuator,"Australia, India"
Digi-Key Electronics.,servo motor,"US, Canada, Europe"
Social Sea India Pvt Ltd,switch,"Australia, India"
FINE TECH CONTROLS PRIVATE LIMITED,PLC,"Australia, India"
SM Electronic Technologies Pvt. Ltd,servo motor,"Australia, India"
KUDAMM CORPORATION,VFD drive,"Europe, Asia"
ELECTRICAL CONTROL SYSTEMS PVT. LTD.,circuit breaker,"Europe, Asia"
SD ELECTRICAL,pressure sensor,"Australia, India"
IGUS INDIA PRIVATE LIMITED,thermal relay,"Europe, Asia"
MEERA ENTERPRISES,load cell,"US, Canada, Europe"
Praja Controls & Systems Pvt Ltd,brushless motor,"US, Canada, Europe"
SEW EURODRIVE INDIA P LTD,pressure sensor,"US, Canada, Europe"
SICK INDIA Pvt. Ltd.,actuator,"US, Canada, Europe"
Leuze Electronics Pvt. Ltd.,DC motor,"Australia, India"
ASTronics Technology (I) Pvt Ltd,brush motor,Global Certification
SD ELECTRICAL,IO module,"Europe, Asia"
Diagnostic Automation & Controls Pvt. Ltd.,safety light curtain,Global Certification
SEW EURODRIVE INDIA P LTD,temperature controller,"Australia, India"
"ITOH DENKI CO., LTD.",switch,"Europe, Asia"
Praja Controls & Systems Pvt Ltd,DC motor,"Europe, Asia"
SUGI ELECTRONICS LLP,capacitive sensor,"US, Canada, Europe"
ASTronics Technology (I) Pvt Ltd,contact sensor,Global Certification
"SHANGHAI QUISURE INFO-TECH CO.,LTD",safety light curtain,"US, Canada, Europe"
SD ELECTRICAL,inductive sensor,"Europe, Asia"
KINCO SCIENTIFIC LIMITED,relay,Global Certification
Praja Controls & Systems Pvt Ltd,brush motor,"Australia, India"
Digi-Key Electronics.,inductive sensor,"Australia, India"
IGUS INDIA PRIVATE LIMITED,solenoid valve,Global Certification
NETWORK ELECTRONICS,industrial camera,"Europe, Asia"
Digi-Key Electronics.,industrial camera,"Europe, Asia"
SEW EURODRIVE INDIA P LTD,machine vision camera,"US, Canada, Europe"
MKSK OFFICE SOLUTIONS LLP,servo motor,"US, Canada, Europe"
iTG Software Engineering (I) Pvt. Ltd,light sensor,"Australia, India"
Pepperl+Fuchs Factory Automation Pvt. Ltd,thermal relay,"Europe, Asia"
CONDUCTIX-WAMPFLER INDIA PVT LTD,control cable,Global Certification
Leuze Electronics Pvt. Ltd.,VFD drive,"Australia, India"
RITTAL PRIVATE LIMITED,camera module,"Europe, Asia"
Praja Controls & Systems Pvt Ltd,capacitive sensor,"US, Canada, Europe"
SD ELECTRICAL,relay,"Europe, Asia"
SM Electronic Technologies Pvt. Ltd,servo amplifier,Global Certification
Digi-Key Electronics.,pneumatic actuator,Global Certification
RD ENERGY SOLUTIONS,contact sensor,Global Certification
FESTO INDIA PRIVATE LIMITED,brush motor,"US, Canada, Europe"
Pepperl+Fuchs Factory Automation Pvt. Ltd,circuit breaker,"US, Canada, Europe"
MEERA ENTERPRISES,HMI panel,"Europe, Asia"
CONDUCTIX-WAMPFLER INDIA PVT LTD,camera module,"US, Canada, Europe"
PHOENIX CONTACT INDIA PVT LTD,power cable,"Australia, India"
SICK INDIA Pvt. Ltd.,frequency inverter,"Australia, India"
KUDAMM CORPORATION,temperature sensor,"US, Canada, Europe"
FINE TECH CONTROLS PRIVATE LIMITED,VFD drive,Global Certification
MEERA ENTERPRISES,inductive sensor,"Europe, Asia"
SD ELECTRICAL,pneumatic actuator,Global Certification
PHOENIX CONTACT INDIA PVT LTD,servo amplifier,Global Certification
UNITED CONTROL ENGINEERS INDIA PRIVATE LIMITED,HMI panel,"Australia, India"
RITTAL INDIA PRIVATE LIMITED,IO module,"Europe, Asia"
Social Sea India Pvt Ltd,load cell,"Australia, India"
NETWORK ELECTRONICS,relay,"US, Canada, Europe"
"ITOH DENKI CO., LTD.",AC motor,"US, Canada, Europe"
FINE TECH CONTROLS PRIVATE LIMITED,control cable,"US, Canada, Europe"
KINCO SCIENTIFIC LIMITED,robotics arm,"US, Canada, Europe"
"SHANGHAI QUISURE INFO-TECH CO.,LTD",servo motor,"US, Canada, Europe"
Onyx Equipments  (India) Pvt. Ltd.,temperature controller,Global Certification
FINE TECH CONTROLS PRIVATE LIMITED,voltage regulator,"US, Canada, Europe"
Pepperl+Fuchs Factory Automation Pvt. Ltd,solenoid valve,"Australia, India"
ELECTRICAL CONTROL SYSTEMS PVT. LTD.,voltage regulator,"Australia, India"
ELECTRICAL CONTROL SYSTEMS PVT. LTD.,transformer,"Australia, India"
Kinco ElectricShenzhenLtd.,smart controller,"Europe, Asia"
CONDUCTIX-WAMPFLER INDIA PVT LTD,voltage regulator,"Europe, Asia"
SEW EURODRIVE INDIA P LTD,VFD drive,Global Certification
COGNEX IRELAND LTD,smart controller,"US, Canada, Europe"
MEERA ENTERPRISES,servo amplifier,"US, Canada, Europe"
MEERA ENTERPRISES,contact sensor,"US, Canada, Europe"
Digi-Key Electronics.,stepper motor,Global Certification
TAC Automation Pvt.Ltd- UP,capacitive sensor,Global Certification
NETWORK ELECTRONICS,transformer,Global Certification
TAC Automation Pvt.Ltd- UP,current transformer,"Australia, India"
KUDAMM CORPORATION,AC motor,"Europe, Asia"
FESTO INDIA PRIVATE LIMITED,relay,"Australia, India"
ASTronics Technology (I) Pvt Ltd,robotics arm,Global Certification
SM Electronic Technologies Pvt. Ltd,HMI panel,"Australia, India"
KINCO SCIENTIFIC LIMITED,control cable,"Australia, India"
FINE TECH CONTROLS PRIVATE LIMITED,pneumatic actuator,"Europe, Asia"
Diagnostic Automation & Controls Pvt. Ltd.,power supply,Global Certification
Social Sea India Pvt Ltd,VFD drive,"US, Canada, Europe"
TAC Automation Pvt.Ltd- UP,switch,"Australia, India"
SHREE SAI SOLUTIONS,gear motor,"Europe, Asia"
SUGI ELECTRONICS LLP,stepper controller,"Europe, Asia"
KINCO SCIENTIFIC LIMITED,safety light curtain,"US, Canada, Europe"
PHOENIX CONTACT INDIA PVT LTD,pressure sensor,"Europe, Asia"
"ITOH DENKI CO., LTD.",limit switch,"Europe, Asia"
ELECTRICAL CONTROL SYSTEMS PVT. LTD.,PLC,"US, Canada, Europe"
SD ELECTRICAL,power supply,Global Certification
CONDUCTIX-WAMPFLER INDIA PVT LTD,frequency inverter,"Australia, India"
RITTAL INDIA PRIVATE LIMITED,frequency inverter,Global Certification
Leuze Electronics Pvt. Ltd.,temperature sensor,Global Certification
RD ENERGY SOLUTIONS,thermal relay,"US, Canada, Europe"
Diagnostic Automation & Controls Pvt. Ltd.,servo motor,"Australia, India"
RAJPRIYA INSTRUMENTS & CONTROLS,solenoid valve,"Europe, Asia"
FINE TECH CONTROLS PRIVATE LIMITED,industrial camera,"US, Canada, Europe"
Social Sea India Pvt Ltd,stepper motor,Global Certification
Technovision Enterprises,load cell,"US, Canada, Europe"
NETWORK ELECTRONICS,camera module,"Australia, India"
Technovision Enterprises,IO module,Global Certification
KINCO SCIENTIFIC LIMITED,camera module,"Australia, India"
Leuze Electronics Pvt. Ltd.,robotic gripper,"Australia, India"
"ITOH DENKI CO., LTD.",transformer,"Australia, India"
SECURITAS ENGINEERS,servo amplifier,Global Certification
FINE TECH CONTROLS PRIVATE LIMITED,servo motor,"Australia, India"
SECURITAS ENGINEERS,actuator,"Europe, Asia"
RD ENERGY SOLUTIONS,brush motor,"US, Canada, Europe"
KINCO SCIENTIFIC LIMITED,stepper controller,"US, Canada, Europe"
SECURITAS ENGINEERS,power cable,Global Certification
Kinco ElectricShenzhenLtd.,power supply,"Europe, Asia"
ELECTRICAL CONTROL SYSTEMS PVT. LTD.,robotic gripper,Global Certification
Leuze Electronics Pvt. Ltd.,encoder,"Australia, India"
RD ENERGY SOLUTIONS,stepper motor,"Europe, Asia"
iTG Software Engineering (I) Pvt. Ltd,data logger,"Australia, India"
TAC Automation Pvt.Ltd- UP,encoder,"Australia, India"
KUDAMM CORPORATION,infrared camera,"US, Canada, Europe"
SEW EURODRIVE INDIA P LTD,temperature sensor,Global Certification
MKSK OFFICE SOLUTIONS LLP,capacitive sensor,"US, Canada, Europe"
KUDAMM CORPORATION,data logger,Global Certification
"ITOH DENKI CO., LTD.",power supply,"Australia, India"
RITTAL INDIA PRIVATE LIMITED,encoder,Global Certification
Praja Controls & Systems Pvt Ltd,inductive sensor,"Europe, Asia"
"SHANGHAI QUISURE INFO-TECH CO.,LTD",temperature controller,Global Certification
SECURITAS ENGINEERS,VFD drive,Global Certification
BHL POWER SYSTEM PVT LTD,stepper controller,"Europe, Asia"
KINCO SCIENTIFIC LIMITED,data logger,"US, Canada, Europe"
Digi-Key Electronics.,robotics arm,"Europe, Asia"
Leuze Electronics Pvt. Ltd.,HMI panel,"Australia, India"
RD ENERGY SOLUTIONS,power supply,Global Certification
Technovision Enterprises,robotic gripper,"Australia, India"
SICK INDIA Pvt. Ltd.,stepper controller,"US, Canada, Europe"
KUDAMM CORPORATION,contact sensor,"Australia, India"
EVOKE GLOBAL,VFD drive,"Australia, India"
RITTAL INDIA PRIVATE LIMITED,circuit breaker,Global Certification
SHREE SAI SOLUTIONS,DC motor,"Europe, Asia"
EVOKE GLOBAL,robotic gripper,"Australia, India"
ASTronics Technology (I) Pvt Ltd,stepper motor,Global Certification
Kinco ElectricShenzhenLtd.,solenoid valve,Global Certification
SUGI ELECTRONICS LLP,frequency inverter,Global Certification
EVOKE GLOBAL,machine vision camera,"Australia, India"
iTG Software Engineering (I) Pvt. Ltd,power cable,"US, Canada, Europe"
FESTO INDIA PRIVATE LIMITED,brushless motor,Global Certification
iTG Software Engineering (I) Pvt. Ltd,voltage regulator,"Australia, India"
"SHANGHAI QUISURE INFO-TECH CO.,LTD",robotics arm,"US, Canada, Europe"
"SHANGHAI QUISURE INFO-TECH CO.,LTD",actuator,"Europe, Asia"
Pepperl+Fuchs Factory Automation Pvt. Ltd,stepper controller,Global Certification
CONDUCTIX-WAMPFLER INDIA PVT LTD,current transformer,"Europe, Asia"
Technovision Enterprises,safety light curtain,"Australia, India"
Kinco ElectricShenzhenLtd.,hydraulic actuator,"Australia, India"
ELECTRICAL CONTROL SYSTEMS PVT. LTD.,infrared camera,"US, Canada, Europe"
SD ELECTRICAL,smart controller,Global Certification
Onyx Equipments  (India) Pvt. Ltd.,robotics arm,"US, Canada, Europe"
"ITOH DENKI CO., LTD.",safety light curtain,Global Certification
RITTAL INDIA PRIVATE LIMITED,voltage regulator,"Europe, Asia"
SHREE SAI SOLUTIONS,switch,"US, Canada, Europe"
MKSK OFFICE SOLUTIONS LLP,relay,"Europe, Asia"
IGUS INDIA PRIVATE LIMITED,frequency inverter,"Australia, India"
Onyx Equipments  (India) Pvt. Ltd.,thermal relay,Global Certification
TAC Automation Pvt.Ltd- UP,control cable,"Europe, Asia"
Onyx Equipments  (India) Pvt. Ltd.,HMI panel,"Europe, Asia"
TAC Automation Pvt.Ltd- UP,relay,"Australia, India"
RD ENERGY SOLUTIONS,stepper controller,"Australia, India"
IGUS INDIA PRIVATE LIMITED,pressure sensor,"Europe, Asia"
Onyx Equipments  (India) Pvt. Ltd.,inductive sensor,Global Certification
"SHANGHAI QUISURE INFO-TECH CO.,LTD",power supply,"US, Canada, Europe"
EVOKE GLOBAL,capacitive sensor,"Australia, India"
MEERA ENTERPRISES,solenoid valve,Global Certification
UNITED CONTROL ENGINEERS INDIA PRIVATE LIMITED,pressure sensor,"US, Canada, Europe"
ELECTRICAL CONTROL SYSTEMS PVT. LTD.,AC motor,"Europe, Asia"
RD ENERGY SOLUTIONS,data logger,"Australia, India"
SD ELECTRICAL,frequency inverter,"US, Canada, Europe"
MEERA ENTERPRISES,linear actuator,Global Certification
iTG Software Engineering (I) Pvt. Ltd,DC motor,"US, Canada, Europe"
Technovision Enterprises,relay,Global Certification
Technovision Enterprises,contact sensor,Global Certification
SHREE SAI SOLUTIONS,PLC,"US, Canada, Europe"
TAC Automation Pvt.Ltd- UP,transformer,Global Certification
FINE TECH CONTROLS PRIVATE LIMITED,circuit breaker,"Australia, India"
SICK INDIA Pvt. Ltd.,VFD drive,"Australia, India"
COGNEX IRELAND LTD,power supply,Global Certification
BHL POWER SYSTEM PVT LTD,machine vision camera,Global Certification
Onyx Equipments  (India) Pvt. Ltd.,temperature sensor,Global Certification
PHOENIX CONTACT INDIA PVT LTD,camera module,"Australia, India"
SD ELECTRICAL,AC motor,"Europe, Asia"
UNITED CONTROL ENGINEERS INDIA PRIVATE LIMITED,hydraulic actuator,Global Certification
MKSK OFFICE SOLUTIONS LLP,transformer,"Europe, Asia"
CONDUCTIX-WAMPFLER INDIA PVT LTD,machine vision camera,"Europe, Asia"
Diagnostic Automation & Controls Pvt. Ltd.,AC motor,"Australia, India"
CONDUCTIX-WAMPFLER INDIA PVT LTD,IO module,"US, Canada, Europe"
COGNEX IRELAND LTD,gear motor,"Australia, India"
FESTO INDIA PRIVATE LIMITED,contact sensor,"US, Canada, Europe"
Diagnostic Automation & Controls Pvt. Ltd.,frequency inverter,"Europe, Asia"
Diagnostic Automation & Controls Pvt. Ltd.,stepper controller,"Europe, Asia"
MKSK OFFICE SOLUTIONS LLP,light sensor,Global Certification
MEERA ENTERPRISES,proximity switch,Global Certification
TAC Automation Pvt.Ltd- UP,brushless motor,"US, Canada, Europe"
EVOKE GLOBAL,servo motor,"US, Canada, Europe"
CONDUCTIX-WAMPFLER INDIA PVT LTD,robotic gripper,"Europe, Asia"
ASTronics Technology (I) Pvt Ltd,frequency inverter,"US, Canada, Europe"
EVOKE GLOBAL,linear actuator,"US, Canada, Europe"
KINCO SCIENTIFIC LIMITED,linear actuator,"Europe, Asia"
SHREE SAI SOLUTIONS,pneumatic actuator,"Australia, India"
TAC Automation Pvt.Ltd- UP,HMI panel,"Europe, Asia"
KINCO SCIENTIFIC LIMITED,contact sensor,"Australia, India"
PHOENIX CONTACT INDIA PVT LTD,thermal relay,"Australia, India"
Diagnostic Automation & Controls Pvt. Ltd.,PLC,"Europe, Asia"
Praja Controls & Systems Pvt Ltd,PLC,"US, Canada, Europe"
"SHANGHAI QUISURE INFO-TECH CO.,LTD",temperature sensor,"Europe, Asia"
CONDUCTIX-WAMPFLER INDIA PVT LTD,industrial camera,"Australia, India"
"ITOH DENKI CO., LTD.",capacitive sensor,"Australia, India"
SD ELECTRICAL,industrial camera,"Australia, India"
Onyx Equipments  (India) Pvt. Ltd.,voltage regulator,"Australia, India"
RITTAL INDIA PRIVATE LIMITED,relay,Global Certification
COGNEX IRELAND LTD,temperature sensor,Global Certification
SD ELECTRICAL,linear actuator,"Europe, Asia"
Diagnostic Automation & Controls Pvt. Ltd.,IO module,"US, Canada, Europe"
EVOKE GLOBAL,solenoid valve,"Australia, India"
IGUS INDIA PRIVATE LIMITED,robotic gripper,Global Certification
iTG Software Engineering (I) Pvt. Ltd,transformer,Global Certification
RAJPRIYA INSTRUMENTS & CONTROLS,transformer,"Europe, Asia"
RITTAL INDIA PRIVATE LIMITED,smart controller,Global Certification
EVOKE GLOBAL,encoder,Global Certification
IGUS INDIA PRIVATE LIMITED,actuator,"Europe, Asia"
"SHANGHAI QUISURE INFO-TECH CO.,LTD",HMI panel,"Europe, Asia"
Kinco ElectricShenzhenLtd.,VFD drive,"Europe, Asia"
TAC Automation Pvt.Ltd- UP,inductive sensor,"US, Canada, Europe"
Digi-Key Electronics.,stepper controller,Global Certification
KINCO SCIENTIFIC LIMITED,actuator,"Europe, Asia"
FESTO INDIA PRIVATE LIMITED,hydraulic actuator,"Europe, Asia"
Pepperl+Fuchs Factory Automation Pvt. Ltd,linear actuator,"Europe, Asia"
KUDAMM CORPORATION,thermal relay,"US, Canada, Europe"
"SHANGHAI QUISURE INFO-TECH CO.,LTD",pressure sensor,"Australia, India"
MEERA ENTERPRISES,temperature sensor,"US, Canada, Europe"
Diagnostic Automation & Controls Pvt. Ltd.,limit switch,"US, Canada, Europe"
Kinco ElectricShenzhenLtd.,DC motor,"Australia, India"
SD ELECTRICAL,servo motor,"US, Canada, Europe"
SD ELECTRICAL,servo amplifier,"US, Canada, Europe"
Praja Controls & Systems Pvt Ltd,servo motor,"Australia, India"
SICK INDIA Pvt. Ltd.,servo amplifier,"Europe, Asia"
FESTO INDIA PRIVATE LIMITED,industrial camera,Global Certification
ELECTRICAL CONTROL SYSTEMS PVT. LTD.,control cable,"Europe, Asia"
SUGI ELECTRONICS LLP,AC motor,Global Certification
UNITED CONTROL ENGINEERS INDIA PRIVATE LIMITED,switch,Global Certification
FESTO INDIA PRIVATE LIMITED,control cable,Global Certification
KUDAMM CORPORATION,pneumatic actuator,"US, Canada, Europe"
RITTAL INDIA PRIVATE LIMITED,transformer,"US, Canada, Europe"
RITTAL PRIVATE LIMITED,smart controller,"US, Canada, Europe"
CONDUCTIX-WAMPFLER INDIA PVT LTD,power cable,"US, Canada, Europe"
RITTAL INDIA PRIVATE LIMITED,AC motor,Global Certification
NETWORK ELECTRONICS,frequency inverter,"Australia, India"
Kinco ElectricShenzhenLtd.,infrared camera,"US, Canada, Europe"
"SHANGHAI QUISURE INFO-TECH CO.,LTD",VFD drive,"Australia, India"
SEW EURODRIVE INDIA P LTD,relay,"Europe, Asia"
